handleId,fieldType,name,description,productImageUrl,collection,sku,ribbon,price,surcharge,visible,discountMode,discountValue,inventory,weight,productOptionName1,productOptionType1,productOptionDescription1,productOptionName2,productOptionType2,productOptionDescription2,productOptionName3,productOptionType3,productOptionDescription3,productOptionName4,productOptionType4,productOptionDescription4,productOptionName5,productOptionType5,productOptionDescription5,productOptionName6,productOptionType6,productOptionDescription6,additionalInfoTitle1,additionalInfoDescription1,additionalInfoTitle2,additionalInfoDescription2,additionalInfoTitle3,additionalInfoDescription3,additionalInfoTitle4,additionalInfoDescription4,additionalInfoTitle5,additionalInfoDescription5,additionalInfoTitle6,additionalInfoDescription6,customTextField1,customTextCharLimit1,customTextMandatory1,customTextField2,customTextCharLimit2,customTextMandatory2,brand
product_38084349-a6f8-700a-5626-ef0b2aceb052,Product,Thick Orange Hoops,<p>Thick Pale Orange Vintage Hoops. Carved out design in front. These hoops are VERY light and a comfortable wear.</p>,23c3bc_e0b3dc5cf79b474495d986e6d41c5245~mv2.png;23c3bc_037904f816944bbfa03e12a5b6203842~mv2.png;23c3bc_88521819d2944dd9a8ce318a7192d043~mv2.png,Jewelry & Accessories,,Vintage,10.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,,,,,
product_07bf7005-1965-fe8f-212b-cf8137fb131c,Product,Retro Baby Hoops,<p>Delicate Baby Peach Hoops with Gold Outline</p>,23c3bc_f24d0790053744c995c52c1a22f07594~mv2.png;23c3bc_054950f925a943b8bb9ff162dced1858~mv2.jpg,Jewelry & Accessories,,,12.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,,,,,
product_7c3d0e2c-ce13-9649-16cb-4608ce297da8,Product,Gold Rectangle Earrings,<p>Vintage Gold Rectangle Earrings. Rounded front&nbsp;</p>,23c3bc_24e971f5ab774e3aa9dd4c2bb2f52d80~mv2.jpg;23c3bc_d5a063cfcc52475e9d824d3ec1fdc531~mv2.jpg,Jewelry & Accessories,,Vintage,10.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,,,,,
product_047b9cae-7ae6-9ced-aefe-f52b4dcc3fb1,Product,Pastel Purple Hoops,<p>Pastel Purple Hoops. Such a 60's vibe! One of my favorite finds!</p>,23c3bc_49c8bed3b457485696fc481ed811eca4~mv2.jpg;23c3bc_bb513342967b4adea311be802c85dd0e~mv2.jpg;23c3bc_19a0891826f34e548d4a3364a85666e0~mv2.jpg;23c3bc_98ba2e83c87e41a9aa601eb24493ab48~mv2.jpg,Jewelry & Accessories,,Vintage,10.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,,,,,
product_488c7adb-ad71-9b9e-fa9f-ed09d0493eee,Product,Red Half Hoop Earrings,<p>Vintage Classic Red Half Hoop Earrings.</p>,23c3bc_b879c9efd41c42c1948476b7003fae32~mv2.jpg;23c3bc_59b900f96da945dbbed6fe7d766d5b3d~mv2.jpg;23c3bc_450438d8f2d74d86bd6a615e47134de1~mv2.jpg,Jewelry & Accessories,,Vintage,10.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,,,,,
product_81c2b66a-2c4a-c180-f400-84c6ec0f6111,Product,Calvin Klein Skirt,<p>Calvin Klein Black Pencil Skirt. Stretchy skirt with soft cotton stripe down the middle. Brand new with tags!</p>,23c3bc_3ddb180224cc4c04b7ed40966d892128~mv2.jpg;23c3bc_e44ee5eac0114a2fa625c88de1c3f5e1~mv2.png;23c3bc_69fd10f08e1e4fa3868e21082116a1cf~mv2.png,Designer & Vintage Clothes,,New w/ Tags,20.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 8</li>
	<li>Black</li>
	<li>Leather belt</li>
	<li>Middle Cotton Stripe</li>
	<li>Pre Owned. New With Tags</li>
</ul>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,,,Calvin Klein
product_4b5a18c5-ecb7-bc53-62db-2616bfeebc8c,Product,Golden Leaf Necklace,"<p>Golden Leaf Necklace, Light costume jewlery.</p>",23c3bc_c89e1b2615814a01ba162be135b934a0~mv2.jpg,,,,5.0,,false,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,,,,,
product_649a2196-3e9e-815e-8c9b-51b2a749b41c,Product,Kenneth Cole Reaction Pea Coat,<p>Black Kenneth Cole Reaction Belted Pea Coat. Size XL</p>,23c3bc_575c923475ac42db9b47ff92ce495c36~mv2.jpeg,Designer & Vintage Clothes,,,20.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size XL</li>
	<li>Pre Owned, Like New&nbsp;</li>
</ul>
",REFUNDS & RETURN POLICY,"<p>Due to these items being secondhand items &amp; sold per contract for clients, there are no returns or refunds. All Sales Are Final</p>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is available within 1-2 business days. Local Delivery within a 10 mile radius of store is available for a small delivery fee.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,Kenneth Cole
product_c642cae0-ae5f-7eb8-7fa1-1eab16399183,Product,Rickie Freeman for Teri Jon Cold Shoulder Dress,"<p>Rickie Freeman for Teri Jon Cold Shoulder Half Sleeve Crepe Sheath Dress. Ruffle trim on chest and arms. This dress is sold out online for a reason. Pair this with heels and a simple clutch to turn heads at your holiday work party and ruin all your male co workers nights. ""I saw you looking at her Jim dont even try to lie to me. You told me that dress was sold out?!&nbsp;Just shut up. Well talk about it in the car.""</p>",23c3bc_4efefe86af724472a388724ad72a7b06~mv2.jpg;23c3bc_2103f5d081924d22b73214830eb0058e~mv2.png;23c3bc_5ddd9e52a2694c628084bfca0d33242d~mv2.png,Designer & Vintage Clothes,,Designer,75.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 8</li>
	<li>Green</li>
	<li>Straight Fit</li>
	<li>Cold Shoulder Bell Sleeve w./ Ruffle Trim</li>
	<li>Concealed Zipper Down Middle Back with Hook &amp; Eye Closure</li>
	<li>Pre Owned, Like New</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick-Up is also availble. Local Delivery within 10 mile radius is availble for a small fee.</p>
",REFUNDS & RETURNS,"<p>No Refunds or Returns. All&nbsp; Sales Are Final. Please see Refund &amp; Return Policy for more info.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,Teri Jon
product_65f78d74-4f7b-21bc-0df5-c798a87b375c,Product,Bloomingdales Pant Suit,<p>Vintage Bloomingdales Beaded Pant Suit. This set is so unreal I've actually dreamt about it. Ivory silk blazer and pants set embellished with intricate beading hroughout. This set screams Im rich and we all know it. Now leave me be in my top floor Executives Office over looking the NYC skyline.</p>,23c3bc_989bdf8af5524ddfa6327dbcd76677ee~mv2.png;23c3bc_24b5bd3e22b945b0a2f2436cda43e52b~mv2.png;23c3bc_9519cdb975e949b8841713010cea62dc~mv2.png;23c3bc_d08071a3a0174aba8ac05a2f8318979d~mv2.png;23c3bc_f414c24e54044d2c8e70e177d2cfc487~mv2.jpg;23c3bc_d4b70c8c9b24412daec1c656070ef5db~mv2.jpg,Designer & Vintage Clothes,,High-End Vintage,75.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 8</li>
	<li>Ivory</li>
	<li>Intricate beading on collar, blazer button, faux pocket lining and side stripes down pant legs</li>
	<li>100% Silk</li>
	<li>Pre Owned, Like New</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Bloomingdales
product_bb3ebbd5-5ea0-0da4-6a8f-8d790ea153f8,Product,Antigua Windbreaker,<p>Antigua Full Zip Windbreaker. Light grey and purple. ICC International emblem on right arm sleeve.&nbsp;</p>,23c3bc_1f1ee3e0d9234605adee8cd5b6a627e9~mv2.png;23c3bc_25d1a68487de4fcaa4a343ce71d97841~mv2.png;23c3bc_4c4568b16b274ec4ba8c2940386faa25~mv2.png;23c3bc_a7ca4cd4b719406c84d98d5c0cbbdf00~mv2.png,Designer & Vintage Clothes,,,20.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size Large</li>
	<li>Light Grey &amp; Purple</li>
	<li>Full Zip</li>
	<li>ICC Emblem&nbsp;</li>
	<li>Pre Owned, Like New</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Antigua
product_8e910c88-c04d-b696-252a-fd8a666d2b9e,Product,INC Studden Heels,"<p>INC Studded Slingback Heels. Size 7. Beige shoes, black toe with laser cut detail. Studded design. Pointed toe.&nbsp;</p>",23c3bc_8804dd4ee18a483f95af1463c91f1c83~mv2.jpeg;23c3bc_ba16a9be9af144f9b76778220f1b0202~mv2.jpeg;23c3bc_3e75a96fb8ed452b8c01fe6c91096fb0~mv2.jpeg;23c3bc_4ce41c12b1da4ccc8336fa1ec5ef03a8~mv2.jpeg,Designer & Vintage Clothes;Shoes,,,20.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 7</li>
	<li>Slingback Heel</li>
	<li>Laser Cut Detail</li>
	<li>Studded Accents</li>
	<li>2.5"" Heel</li>
	<li>Pre Owned, Brand New</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,INC International
product_102f42e1-373d-1094-71f1-f81f33fb696d,Product,JoeyO Pumps,<p>JoeyO Suede Pumps. Size 6.5. Black with different shades of cream. Multi colored design that will put an elegant edge to&nbsp; your daily work outfit. Be the confident classy Boss that you are.</p>,23c3bc_bae9a92b2778443190e5543754519176~mv2.jpeg;23c3bc_3e2ca37a2f984b479909633591ce41d7~mv2.jpeg;23c3bc_ac2b8351bd10444da446065900f21ca5~mv2.jpeg,Designer & Vintage Clothes;Shoes,,,20.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 6.5</li>
	<li>Made In Spain</li>
	<li>Pointed Toe</li>
	<li>Suede</li>
	<li>Black and shades of cream</li>
	<li>3"" Heel</li>
	<li>Pre Owned, Almost New Condition</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,JoeyO
product_ffa42dce-0981-4ea3-3d66-b8ef360e82e5,Product,Brahmin Handbag,"<p>Vintage&nbsp;Brahmin Purse. Woven leather with beige alligator skin on top edge, bottom and handle. Brahmin Emblem inside &amp; Brahmin tag emblem on handle.</p>",23c3bc_745d634686ac47ddb6f231959cf24b07~mv2.jpeg;23c3bc_17de0931f0384268a3f64d9343305123~mv2.jpeg;23c3bc_3fbf0eeaac5b46bda00e869a4d7bafb6~mv2.jpeg;23c3bc_086eef71a0464b4daa58b110b42cefff~mv2.jpeg;23c3bc_14de04f2505148f391bd8007c80931e5~mv2.jpeg,Designer & Vintage Clothes,,Designer,25.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Vintage Designer</li>
	<li>Woven Leather</li>
	<li>Alligator Skin accents&nbsp;</li>
	<li>Brahmin Emblem inside&nbsp;</li>
	<li>Pre Owned, Great Condition</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Brahmin
product_c1dc66c2-3e40-6495-cc49-93781692973e,Product,Carmen Marc Valvo Skirt,"<p>Carmen Marc Valvo Black Sequin Skirt. Size 8. I know youre starting to plan your New Years Eve outfit, and we've come to save the day. The perfect touch to add a little excitment to your outfit without going overboard with the sparkles like Carrie does every year. We offer in store pick-up so you dont have to worry about getting it in time!</p>",23c3bc_84dd8bb1b07f493e838da7fb22578054~mv2.jpeg;23c3bc_3a94285567b840f19b8a79d3fe509204~mv2.jpeg;23c3bc_e97723ffc8fc4ef5a6f1638fb6f7216a~mv2.jpeg,Designer & Vintage Clothes,,Designer,20.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 8</li>
	<li>Black Sequin</li>
	<li>Double Layered</li>
	<li>Zipper in back</li>
	<li>Just Above Knee height depending on placement&nbsp;</li>
	<li>21"" Long</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Carmen Marc Valvo
product_5c1c8c39-ba3c-44de-2781-747b2e314688,Product,Anne Klein Raincoat,<p>Ann Klein 3/4 Sleeve Raincoat. Your classic yellow raincoat color. Buckle accent on arms. Size Medium</p>,23c3bc_a1fac5b15a634f5d9267ef62c3e94239~mv2.jpeg;23c3bc_fce4ba42653845cbb7f90daca5d72c36~mv2.jpeg;23c3bc_e9d89586956041d985f41ad6cf309154~mv2.jpeg,Designer & Vintage Clothes,,,25.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size Mediun</li>
	<li>3/4 Sleeve</li>
	<li>Large Silver Buttons</li>
	<li>Buckles on arms&nbsp;</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Anne Klein
product_a024b1ff-2483-6596-a552-a988f0fb3173,Product,Rodolphe Menudier Pumps,"<p>Rodolphe Menudier Slingback Pumps. Pointed toe, cream with a metallic design. Slingback with buckle closure. Size 7</p>",23c3bc_67908090c60243459211fc0a234d6e2f~mv2.jpeg;23c3bc_3767be6d4c0c4a30b8fe5301d09c9fe3~mv2.jpeg;23c3bc_e38c059ae5e64af681c85467a3edc6ed~mv2.jpeg;23c3bc_154ef0e9b4f7428abdef6614d636dd74~mv2.jpeg,Designer & Vintage Clothes;Shoes,,Designer,30.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 7</li>
	<li>Made in Italy</li>
	<li>Cream w/ metallic design</li>
	<li>Slingback heel with buckle closure</li>
	<li>3"" heel</li>
	<li>Pre Owned, Like New Condition</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Rodolphe Menudier
product_c96895a0-2a6e-1019-9857-164d40831dd7,Product,Stuart Weitzman Slingback Pumps,"<p>Stuart Weitzman Mesh Slingback Pumps. Black mesh with a criss cross design. Pointed toe. Size 6.5 with a 3"" heel height.</p>",23c3bc_908f4c45a6ae4f3d9e40c6182732d1ff~mv2.jpeg;23c3bc_94e6afb63c3f49a9a2b49ff03e8f1653~mv2.jpeg;23c3bc_8a04eff9df4a41aa8d055e87c83c93ce~mv2.jpeg,Designer & Vintage Clothes;Shoes,,High-End Vintage,30.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 6.5</li>
	<li>Black w/ Mesh Design</li>
	<li>Slingback heel with buckle closure</li>
	<li>3"" heel</li>
	<li>Pre Owned, Great Condition</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Stuart Weitzman
product_d0d867f2-d039-067a-7905-f82182e7f45d,Product,Stuart Weitzman Heels,<p>Stuart Weitzman Suede&nbsp;Heels. Size 7. Brown suede. Cross strap design. Square close toed.</p>,23c3bc_9c6783b1ae684e0d89af4421b0c774e0~mv2.jpg;23c3bc_2d64b7e5994947b4ad2e582ba69d5966~mv2.jpeg;23c3bc_3f562ba4255a4e9f93c591d4c56bd615~mv2.jpeg,Designer & Vintage Clothes;Shoes,,Designer,30.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 7</li>
	<li><span style=""background-color: transparent; font-family: var(--wix-font-stack,&quot;HelveticaNeueW01-55Roma&quot;,&quot;HelveticaNeueW02-55Roma&quot;,&quot;HelveticaNeueW10-55Roma&quot;,sans-serif);"">Brown Suede</span></li>
	<li><span style=""background-color: transparent; font-family: var(--wix-font-stack,&quot;HelveticaNeueW01-55Roma&quot;,&quot;HelveticaNeueW02-55Roma&quot;,&quot;HelveticaNeueW10-55Roma&quot;,sans-serif);"">Made In Spain</span></li>
	<li>Pre Owned, Like New</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Stuart Weitzman
product_9ae46f04-7596-bf6d-1326-dbc9f5c17ee1,Product,Di Sandro Heels,<p>Di Sandro Heels. Black with stitch design. Size 36.5 or size 6 but will fit a 7. Classy elegant shoes that are to die for.</p>,23c3bc_71a7f1eff1b84f509176f18ec4d94807~mv2.jpeg;23c3bc_62763553933f46108aae61e6a8050053~mv2.jpeg;23c3bc_2cfc77b53c6c4cb8b9fa8e05db22c049~mv2.jpeg,Designer & Vintage Clothes,,Designer,50.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size 6 but will fit&nbsp;7</li>
	<li>Slingback</li>
	<li>3"" Heel</li>
	<li>Made In Italy</li>
	<li>Pre Owned, Great Condition</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Di Sandro
product_05f3ccd3-a667-dcae-785b-78298e92fbe8,Product,Riley Vintage Sweatpants,<p>Riley Vintage Sweatpants. Faux denim look with side stripes down both legs. You can tell by the tag that this is one the&nbsp;products from her first line.</p>,23c3bc_6fdfcc3451e04ed8922f5005342f3f9d~mv2.jpeg;23c3bc_bc5f9fe0bc744ee4b6c9b6b198e53340~mv2.jpeg,Designer & Vintage Clothes,,High-End Vintage,75.0,,true,PERCENT,0.0,1,0.0,,,,,,,,,,,,,,,,,,,PRODUCT INFO,"<ul>
	<li>Size Large</li>
	<li>Faux Denim look with cream side stripes</li>
	<li>100% Cotton</li>
	<li>Pre Owned, New Condition</li>
</ul>
",SHIPPING POLICY,"<p>Please allow 2-5 business days for shipping. Local Pick Up is preferred &amp; available within 1-2 business days.</p>
",REFUNDS & RETURN POLICY,"<p>Unfortunately we do not allow returns or refunds. All sales are final.</p>

<p>All items are sold As-Is. We strive to provide our customers with top-quality second-hand products and thoroughly examine each item before it is posted For Sale on our site. We understand that human error can ocurre. If a customer is unhappy with an item they purchased, they may be eligible for store credit or exchange of equal or lesser value AT THE DISCRETION OF THE OWNER of Sweet Thrift Consignments.</p>
",,,,,,,,,,,,,Riley Vintage
